Kinase	Z	method	AvgZ
CDK	-3.72	meanLFC>0.2	-3.1066666666666665
PDK1	-3.48	meanLFC>0.2	-3.466666666666667
STE7	-3.3	meanLFC>0.2	-3.013333333333333
P38	-3.05	meanLFC>0.2	-2.3766666666666665
JNK	-2.98	meanLFC>0.2	-2.21
PLK	-2.61	meanLFC>0.2	-1.7966666666666666
DYRK	-2.56	meanLFC>0.2	-2.2266666666666666
ERK	-2.53	meanLFC>0.2	-2.006666666666667
BARK2	2.19	meanLFC>0.2	1.7733333333333334
NMO	-2.18	meanLFC>0.2	-1.66
PEK	-2.03	meanLFC>0.2	-2.1666666666666665
CK1	-2.02	meanLFC>0.2	-1.6966666666666665
STE11	-1.95	meanLFC>0.2	-1.75
PKD	1.89	meanLFC>0.2	1.67
MST	-1.76	meanLFC>0.2	-1.53
PKG	1.73	meanLFC>0.2	1.6266666666666667
PKCD	1.66	meanLFC>0.2	1.3966666666666667
AMPK	1.62	meanLFC>0.2	1.3666666666666667
RAF	-1.61	meanLFC>0.2	-1.5566666666666666
CK2	-1.59	meanLFC>0.2	-1.4666666666666666
IRAK	-1.51	meanLFC>0.2	-1.7166666666666666
LKB	-1.49	meanLFC>0.2	-1.4166666666666667
STKR	-1.38	meanLFC>0.2	-0.9833333333333333
MELK	-1.34	meanLFC>0.2	-1.2633333333333334
MAPKAPK	1.3	meanLFC>0.2	1.0899999999999999
WNK	1.26	meanLFC>0.2	1.5333333333333334
PIM	1.25	meanLFC>0.2	0.6933333333333334
PASK	1.21	meanLFC>0.2	1.48
BUD32	1.18	meanLFC>0.2	1.5066666666666666
RAD53	1.16	meanLFC>0.2	0.69
PAKA	1.15	meanLFC>0.2	0.97
TLK	-1.14	meanLFC>0.2	-0.9566666666666667
NAK	-1.13	meanLFC>0.2	-0.97
ATR	1.12	meanLFC>0.2	1.0033333333333334
GRK	-1.1	meanLFC>0.2	-0.7100000000000001
PKA	1.08	meanLFC>0.2	1.1400000000000001
NEK	-1.08	meanLFC>0.2	-0.9733333333333334
PKCA	0.97	meanLFC>0.2	0.85
MLK	0.94	meanLFC>0.2	0.9233333333333333
NDR	-0.92	meanLFC>0.2	-0.5466666666666666
CAMK2	-0.9	meanLFC>0.2	-1.71
MLCK	-0.89	meanLFC>0.2	-1.2433333333333334
SLK	-0.85	meanLFC>0.2	-0.6966666666666667
PKCH	0.85	meanLFC>0.2	0.9433333333333332
PDK	-0.84	meanLFC>0.2	-0.6900000000000001
MTOR	-0.83	meanLFC>0.2	-1.5433333333333334
CAMKK	-0.83	meanLFC>0.2	-0.6733333333333333
KHS	-0.82	meanLFC>0.2	-0.6833333333333333
CLK	-0.81	meanLFC>0.2	-0.6733333333333333
BRSK	-0.81	meanLFC>0.2	-0.6766666666666667
TAO	-0.8	meanLFC>0.2	-0.67
MOS	-0.79	meanLFC>0.2	-0.6666666666666667
NIK	-0.79	meanLFC>0.2	-0.68
ULK	-0.79	meanLFC>0.2	-0.6666666666666667
PDHK	0.79	meanLFC>0.2	0.78
QIK	-0.75	meanLFC>0.2	-0.8633333333333333
DAPK	-0.73	meanLFC>0.2	-0.08333333333333333
IKK	-0.72	meanLFC>0.2	-0.45666666666666667
AKT	-0.72	meanLFC>0.2	-0.5166666666666666
CAMK1	-0.65	meanLFC>0.2	-0.12666666666666668
ATM	-0.64	meanLFC>0.2	-0.29000000000000004
GSK	-0.64	meanLFC>0.2	-1.0033333333333334
SGK	-0.62	meanLFC>0.2	-0.06333333333333332
MSN	-0.59	meanLFC>0.2	-1.0233333333333334
PHK	0.52	meanLFC>0.2	0.43333333333333335
FRAY	0.52	meanLFC>0.2	0.37
CHK1	0.52	meanLFC>0.2	0.5766666666666667
PKCI	0.43	meanLFC>0.2	-0.5833333333333333
DMPK	0.42	meanLFC>0.2	0.39
AUR	0.4	meanLFC>0.2	0.6133333333333334
RSK	0.34	meanLFC>0.2	-0.08666666666666666
MARK	-0.33	meanLFC>0.2	-0.5333333333333333
NUAK	0.29	meanLFC>0.2	0.6133333333333333
TTK	0.29	meanLFC>0.2	0.6133333333333333
HAL	0.28	meanLFC>0.2	0.58
PKN	0.28	meanLFC>0.2	0.5833333333333334
PAKB	0.25	meanLFC>0.2	0.5733333333333334
PRKDC	0.14	meanLFC>0.2	0.14333333333333334
RIPK	-0.02	meanLFC>0.2	0.32
VRK1	-0.01	meanLFC>0.2	-0.24333333333333335
COT	0	meanLFC>0.2	-0.23
PDK1	-3.9	meanLFC>0.3	-3.466666666666667
STE7	-3.3	meanLFC>0.3	-3.013333333333333
CDK	-2.82	meanLFC>0.3	-3.1066666666666665
DYRK	-2.63	meanLFC>0.3	-2.2266666666666666
PEK	-2.43	meanLFC>0.3	-2.1666666666666665
CAMK2	-2.4	meanLFC>0.3	-1.71
P38	-2.33	meanLFC>0.3	-2.3766666666666665
MTOR	-2.33	meanLFC>0.3	-1.5433333333333334
JNK	-2.31	meanLFC>0.3	-2.21
